Dates,Tweets
2020-03-25,@sepsideh @_my_name_is_red @Salaamatian خیلی ساده. از اعتقاد به اینکه علم، هنر و ادبیات نباید پولی باشه به چنین جایی رسیدن.
2020-03-25,@sepsideh @_my_name_is_red @Salaamatian پول تو ترجمه و نگارش هست. ولی نه اینطور کتابا. و در قسمت دوم بله، بعضی از این دوستان بلحاظ مشی فکری شون قائل به درآوردن پول از این چیزا نیستن.
2020-03-25,"@sepsideh @_my_name_is_red @Salaamatian اره خاطرتون جمع که راضیه.
تو ایران از طریق ترجمه اینطور کتابا کسی پول بدست نمیاره. این کتابهارو از روی تعهد اجتماعی و اینطور چیزا ترجمه میکنن.(صدالبته شغل و امور دیگه ای دارن و اینکار رو کنار اون شغل اصلی انجام میدن.)"
2020-03-25,"@_my_name_is_red @sepsideh @Salaamatian مهدی صابری رو باهاش بارها صحبت کردم. اعتقادی به کپی رایت نداره(به کپی لفت اعتقاد داره😃)
همین کتاب کالیبان هم که پی دی افش دراومده بود بازم پرسیدم. کماکان بر همون نظر استوار بود."
2020-03-25,"My Name Is Red (Vintage International) (English Edition) https://t.co/MK7ZezvRpg
少し前に261円で買った。また値下がりするかもしれない。"
2020-03-25,"この引用を読んでみてください: ""After an absence of twelve years I entered…"" - ""My Name Is Red (…"" https://t.co/0T730t6n78

私の名前は赤とか紅という日本のタイトルの本です。大元はトルコ語で書かれていたけど英語版を見つけたから積ん読。解体することにした。
Immortalistは挫折。 https://t.co/NSuw1Mgr4h"
2020-03-25,@_my_name_is_red 😢😢😢
2020-03-24,Pete Buttigieg Book Club Day 10 Check-in: My Name is Red by Orhan Pamuk via /r/Pete_Buttigieg https://t.co/1bKbqOBts9 #PeteForAmerica #Pete2020
2020-03-24,உண்மையில் நம் நாட்டில் என்ன நடக்கிறது | THUPPARIYUM SHAMBU | My Name is RED https://t.co/oGJqpI0bcK via @YouTube
2020-03-24,"I’m non binary, my pronouns are they / them. My name is red or you can call me Cielo. DONT USE MY DEADNAME EVER."
2020-03-24,@_my_name_is_red ❤
2020-03-24,Re-reading My Name is Red. 😍
2020-03-24,@rihaabrmalik @ruvaida_reyaz @huziarais @tafheemyousuf @_saira19 @Saimamanzoor_ @gul_pjm @marwahkoul @ilha_javaid @MadeehaMajid9 My Name is Red kese bhool gaya mai. Best book ever
2020-03-24,เช่น my name is red
2020-03-23,"@thiagomedaglia @elaizefarias @henyobarretto @IgnacioAmigoH @jeduardodantas @matthewshirts @Erika_Berenguer Boa, Thiago!
Atrasado, mas, segue:
Espiral da Morte, do @claudioangelo
Grande Sertão Veredas, do Guimarães Rosa
My Name is Red, do Orhan Pamuk
Unbowed - One Woman's Story, biografia da Wangari Maathai

Marco, se ainda não o foram, o @claudioangelo, o @MarcioAstrini e @MarkLutes"
2020-03-23,@_my_name_is_red ⁦🤍
2020-03-23,@goodreads My Name is Red.
2020-03-23,@_my_name_is_red ای بابا ⁦☹️⁩ انگلیس هم خیلی سفت و سخت برخورد نکرده اصلا‌.
2020-03-23,@_my_name_is_red :(
2020-03-23,Ada 1 lagi buku yang menarik untuk dibaca. My Name is Red written by Orhan Pamuk. Dalam tu ada banyak watak dan terlalu banyak kupasan menarik untuk dikaji. I will share my study and review about the book soon.
2020-03-23,"Here’s a list of books that you could read :

1) Love In The Time Of Cholera
2) My Name Is Red
3) Memory Police
4) Bottle Of Lies
5) The Great Indian Novel
6) Ivory Throne
7) Early Indians
8) A Kim-Jong IL Production
9) Thank You For Smoking
10) Cloud Atlas"
2020-03-23,"@cyantist A jewel of a historical mystery fiction - ""My Name Is Red""
by Turkish novelist Orhan Pamuk, Erdağ M. Göknar (Translator)"
2020-03-22,@_my_name_is_red ژل که خیلی وقته(شاید دو ماه) هیچ‌جا نیست ولی وایپ رو‌ تو اسمیتز دیدم داشت.
2020-03-22,"@atti_cus My Name Is Red- Orhan Pamuk, The Women's Courtyard - Khadija Mastur, A Case of Exploding Mangoes - Mohammed Hanif, Days of Abandonment - Elena Ferrante"
2020-03-22,@atti_cus My Name is Red
2020-03-22,"@atti_cus My name is red 
100 yrs of solitude"
2020-03-22,@_bje @ahmadmufid My Name is Red juga wajib ah
2020-03-22,@_my_name_is_red چقدر گفتن این جرات می‌خواد..
2020-03-22,"Patutlah best,pamuk pun baca
*P/s:Orhan Pamuk is an author of my fav book,My name is red https://t.co/uxM9KHxZE7"
2020-03-22,"My Name Is Red, Orhan Pamuk

https://t.co/YBiBXwbK4C"
2020-03-22,"@_bje Mas, novel-novel Pamuk yang recommended dibaca, apa saja?

Kalau boleh, minta dong. Hehe. Nganu, yang sudah diterjemahkan ke bahasa Indonesia saja. Hahaha.

Saya cuma baru punya 'My Name is Red' soalnya. 😅"
2020-03-21,@Psycasm My Name is Red - Orhan Pamuk
2020-03-21,"Book Recommendation 8/25

My Name is Red by Orhan Pamuk

#covid19lockdown #stayathome #stayhealthy https://t.co/zodzjuNOSB"
2020-03-21,@_my_name_is_red مبارکه 🎉🎉🎉💃💃💃💃💃💃
2020-03-21,"The beauty and mystery of this world only emerges through affection, attention, interest and compassion . Open your eyes wide and actually see this world by attending to its colors, details and irony.

- Orhan Pamuk, My Name Is Red"
2020-03-20,"Literary #Mystery #MarchMadness - Round 2, Yorkshire Region

Which is the better book?
Retweet for The Curious Incident of the Dog in the Night-Time by @mark_haddon
Like for My Name is Red by Orhan Pamuk

Or visit https://t.co/xiCtGuYPLw #CrimeFiction https://t.co/esmLO3sKmz"
2020-03-20,"@WIISBrussels 🎧 to Long Walk to Freedom, Nelson Mandela's autobiography. Haven't had much time to read but would like to tackle My Name is Red by Orhan Pamuk next. 📚📚"
2020-03-20,"@Aahmedbq My name is red by Orhan Pamuk
Bastard of Istanbul by Elif Shafak"
2020-03-20,has anyone else read my name is red? it is so slow and cumbersome i feel like screaming after every paragraph.
2020-03-20,😺✏ — My name is Red because i really love the colour red😁 https://t.co/kVvtMARvGM
2020-03-20,@_my_name_is_red 🥰🥰🥰🥰
2020-03-20,@AnandWrites My Name is Red #orhanpamuk
2020-03-20,@_my_name_is_red همچنین برای تو 🌾🌱
2020-03-19,@shery_ah Absolutely! And I like that it's a word and a color. Have you read Orhan Pamuk's My Name is Red? There's a section written from the perspective of the color red.
2020-03-19,"@fkehar خس و خاشاک زمانے
Love in the time of Cholera
غبار خاطر
پس دیوار زنداں
موت سے واپسی
اس بازار میں
Hundred years of solitude
My name is red"
2020-03-19,@_my_name_is_red https://t.co/03JgdnjwHC
2020-03-18,@PowerRangers My name is red pizza monster
2020-03-18,@_my_name_is_red https://t.co/px6K0fEw3q
2020-03-18,@_my_name_is_red فیلم «من، دانیل بلیک»ش رو دیدم خیلی فوق‌العاده بود، پیشنهادی از عنوان‌های دیگه‌اش دارید؟
2020-03-18,@RayomandJPatell My name is Red by Orhan Pamuk.
2020-03-18,Hello. My name is Red Robin. You stole my purple. Prepare to flee
2020-03-17,@savour_vivre My name is Red (Pamuk). O Evangelho segundo Jesus Cristo (Saramago). The Sultan’s Harem (Falconer). Fierce Invalids Home from Hot Climates (Robbins). Ο τελευταίος πειρασμός (Καζαντζάκης).
2020-03-17,"@_my_name_is_red Grave…
Eternal…
Kevin/Shoplifters
American Beauty
درسته؟"
2020-03-17,"Cleaning my fridge, listening to My Name is Red, suddenly overwhelmed by a wave of sadness. 

To me, you are everything. You are the universe, the light, the darkness. You are water and air.

To you, I'm but a toy leaf in the wind. https://t.co/AaexO3tOKJ"
2020-03-17,@SagrikaKissu My name is red by orhan Pamuk
2020-03-17,அமித்ஷாவை ஓட ஓட துரத்திய பெண் | THUPPARIYUM SHAMBU |My Name is RED https://t.co/o04T06TlAm via @YouTube
2020-03-16,@_my_name_is_red عه!
2020-03-16,@_my_name_is_red @GovInslee That’s not what I get paid to do
2020-03-16,"@_my_name_is_red شیرازی حرف زدن من قطعاً cringyتره.
اصفانی کلاً سخته و خوب مستند نشده (با وجود ارحام‌صدر و قصه‌های مجید و این‌چیزا که خیلی قدیمی هم هستن.)."
2020-03-16,"@_my_name_is_red ۲ تا اشتباه رایج راجع به لهجه‌ی «اصفانی»:
-چیزی به اسم «اصفهونی» نداریم.
-ـِس خیلی محدودتر از این حرفا استفاده می‌شِد."
2020-03-16,"""Dogs do speak, but only to those who know how to listen"" 
Wise words from author Orhan Pamuk cited from the Turkish Novel ""My Name Is Red"". 📚
We must listen to the desperate cries of the dogs still waiting for us at the shelters. ❤️🥺 https://t.co/01bwzjmf16"
2020-03-16,"him: you put my name in yellow hearrrtttsss, our favorite color like the starrrrrs
me: i think the yellow heart symbolizes friendship babe 😂
him: you put my name is red hearrrrrts 
😂💀"
2020-03-16,Naalala ko bio ni red sa fb dati na 'my name is RED but my fave color is BLUE' crushie
2020-03-15,@_my_name_is_red نه بابا، واقعا گفتم.
2020-03-15,@_my_name_is_red کلا امریکا خفنه، همین وارستگی تو هم خفنه.
2020-03-15,@_my_name_is_red چه خفن!
2020-03-15,மெய் சிலர்க்கவைக்கும் ஆதாரம் உள்ளே | THUPPARIYUM SHAMBU | My Name is RED https://t.co/1A5c5afTjR via @YouTube
2020-03-15,"My name is Red, van Orhan Pamuk - een superspannend detectiveverhaal dat zich afspeelt in laat zestiende-eeuws Constantinopel: wie vermoordde een van de fameuze boekverluchters van de Sultan? https://t.co/rmLXVsa0KB"
2020-03-15,இந்த கொடுமையை தட்டிக்கேட்க ஆளில்லையா? | THUPPARIYUM SHAMBU | My Name is RED https://t.co/U547oDFCAk via @YouTube
2020-03-14,"@sopheava Rebecca (DuMaurier), Independent People (Laxness), Lincoln in the Bardo (Saunders), My Name is Red (Pamuk), Graveyard Clay (Cadhain), Doomsday Book (Willis), and The Bone People (Hulme) have been among the most engaging/surprising/fun reads of my last 6+ years"
2020-03-14,Inaugural Buttigieg Book Club Selection: My Name Is Red by Orhan Pamuk via /r/Pete_Buttigieg https://t.co/hKhpNRddyE #PeteForAmerica #Pete2020
2020-03-14,@_my_name_is_red یار دبستانی 💩💩💩💩💩
2020-03-14,"A possible #ZodiacKiller #Z13 Solution.

My name is ---

Red A or Oto ⊕ D.L.B.

#SplitAlphabetCipher and backwards. Red A might signify the 6th infantry and ""Oto"" may signify Otto Fossen. 

#Codes #Cryptography #SanFrancisco #Cali #BreakingNews #ColdCase #FBI https://t.co/sEs963kbzP"
2020-03-13,@zck My Name is Red by Orhan Pamuk. Page turner.
2020-03-13,"Tell me then, does love make one a fool or do only fools fall in love?

~Orhan Pamuk, 
My Name Is Red"
2020-03-12,"@njmkwilson Pamuk’s My Name is Red, set in 16th C Istanbul. Jewish woman intermediary, though not for imperial harem. A good book too."
2020-03-12,@_my_name_is_red کتاب منبع شناسی زنان از منیژه نجم عراقی و نسترن موسوی هم گیر بیاریش(نمی دونم بازار پیدا بشه الان) هم میتونه آثار ادبی مرتبط را پیدا کنی، همینطور زن و ادبیات ایضا از نجم عراقی و نسترن موسوی.
2020-03-12,"@_my_name_is_red این فیلم هم یک روایت هست از زنان و جنگ :
زیر سایه (به انگلیسی: UNDER THE SHADOW) نخستین فیلم بلند بابک انوری.(فضاش البته فانتری و ترسناکه اما زن درش نقش محوری داره)،باشو غریبه کوچک از بیضایی هم درش زن نقش محوری داره."
2020-03-12,@_my_name_is_red من سرچ کردم این چند کتاب هم هست(گرچه کارهای مستقلی نیستن و حکومتی اند اما به هر حال درباره زنان و جنگ هستند و نوشته های زنان) : https://t.co/dDMAPVtBk1
2020-03-12,@_my_name_is_red کتاب شهر زنان بیوه از حیفا زنگنه هم روایت زنان عراق از جنگ هست.
2020-03-12,@_my_name_is_red فیلم writing on the city(نوشتن بر شهر): کیوان کریمی ،درباره نقاشی دیواری ها و دیوارنویسی ها بر شهر هست.(دوره جنگ هم شامل میشه)
2020-03-12,"@_my_name_is_red دل دلدادگی (مندنیپور)
زمستان 62 (فصیح)
شب ملخ (مجابی)
زمین سوخته (احمد محمود)"
2020-03-12,"ไม่ทราบว่าคุณซิวอ่านหนังสือประเภทไหนบ้างคะ ชอบภาษาที่เขียนมากเลย พอมีหนังสือในดวงใจแนะนำไหมคะ — ที่อ่านแล้วชอบมาก ๆ มี Call me by your name, I called him necktie, My Name Is Red (1998) จริง ๆ ชอบเยอะเลยค่ะ ชอบอ่านทั่ว ๆ ไปเลย และชอบอ่านหนังสือประวัติศาส… https://t.co/vDNHay7S97"
2020-03-12,"My name is Red
#photooftheday https://t.co/9wzIEAhnf6"
2020-03-12,2 of 5 stars to My Name Is Red by Orhan Pamuk https://t.co/b5FLBnzmU2
2020-03-11,"@forlornskies @violet_skyx I think I would love an old book.

they're beautiful.

you ever read ""My Name Is Red""?"
2020-03-10,"Hello, there! Glad to meet you! Welcome to the world of POKéMON! My name is RED! There is more in you as a TRAINER, they persevered."
2020-03-10,"21. My Name is Red - Orhan Pamuk

https://t.co/ruaOoaa11H"
2020-03-10,"🌿💙🌼💙🌿""Painting is the silence of thought and the music of sight.."" 💗
Orhan Pamuk 🎨🎶🌿 "" My name is red""❣️ https://t.co/NS4TbzeUUj"
2020-03-09,"@ldnewbie1974 @Cedar50 My name is Red, by Orhan Pamuk"
2020-03-09,"Just setting things up, Hello my name is Red I like to talk about video games and do art, I’m mainly passionate about Resident Evil, Assassin Creed, Tomb Raider and Catwoman and much more, I hope enjoy what’s in this account and become a safe space for you all."
2020-03-09,"Literary #Mystery #MarchMadness - Round 1, Yorkshire Region

Which is the better book?
Retweet for My Name is Red by Orhan Pamuk
Like for The Ministry of Fear by Graham Greene

Or visit https://t.co/xiCtGuYPLw #CrimeFiction https://t.co/5YPRqON5eJ"
2020-03-09,"Ini adalah salah satu karya hebat yang disajikan pamuk, masih banyak karya-karyanya yang belum sempat aku baca di tengah kemalasan membaca yang menggerogotiku, salah duanya adalah 'My name is red' dan 'kastil' yang masih menunggu giliran list bacaku."
2020-03-09,@Nmiami1985 @sahargoldel @lastingdarkness @Marz_amiri @vahidian010 @sahhhharr @eskandarii6 @zagros_daglari @mahdisss @nasimb @FaezeMFar @ThisIsParisAY @Elham02617794 @_my_name_is_red @MitraYousefi @OoryadS @Punkiiip @Pinakoralla @neda_asadi65 @Sanazactivist @septlb نویدجان بعد از انقلاب و گذار به کمونیسم قاعدتاً باید مفاهیم و تعاریف دوره سرمایه‌داری هم واگذاشته بشن و مفاهیم مرتبط به کمونیسم ساخته بشن. البته غیرواقع‌بینانه است که فکر کنیم همه دنیا انقلاب میشه و فلان. ولی در نهایت قراره به جای کشورها، کمون‌های مختلف داشته باشیم.
2020-03-09,"@Ladycrane08 A Strangeness in My Mind, My Name Is Red and The Black would be my top 3."
2020-03-08,"@sahargoldel @lastingdarkness @Marz_amiri @vahidian010 @sahhhharr @eskandarii6 @zagros_daglari @mahdisss @nasimb @FaezeMFar @ThisIsParisAY @Elham02617794 @_my_name_is_red @MitraYousefi @Chapkia @OoryadS @Punkiiip @Pinakoralla @neda_asadi65 @Sanazactivist @septlb 👍
حزب چگونه میتونه ازین هدر رفت جلوگیری؟ حزب در پیشا انقلاب از نظرم این امکان رو محیا میکند، ولی پس از انقلاب چگونه به کار می آید؟"
2020-03-08,@Nmiami1985 @lastingdarkness @Marz_amiri @vahidian010 @sahhhharr @eskandarii6 @zagros_daglari @mahdisss @nasimb @FaezeMFar @ThisIsParisAY @Elham02617794 @_my_name_is_red @MitraYousefi @Chapkia @OoryadS @Punkiiip @Pinakoralla @neda_asadi65 @Sanazactivist @septlb خیر از نظر من امکانپذیر نیست، تجربه ی کمون پاریس رو هم داشتیم، ما احتیاج به حزب داریم برای جلوگیری از هدر رفتن پتانسیل توده ها
2020-03-08,@neda_asadi65 @Nmiami1985 @lastingdarkness @Marz_amiri @vahidian010 @sahhhharr @eskandarii6 @zagros_daglari @mahdisss @FaezeMFar @ThisIsParisAY @Elham02617794 @_my_name_is_red @MitraYousefi @Chapkia @OoryadS @Punkiiip @Pinakoralla @Sanazactivist @septlb @sahargoldel منم همینطور، مرسی که منشن کردی نوید جان. حسابی طالبم بحثی اگه شکل میگیره بخونم
2020-03-08,"@lastingdarkness 
@Marz_amiri 
@vahidian010 
@sahhhharr 
@eskandarii6 
@zagros_daglari 
@mahdisss 
@nasimb 
@FaezeMFar 
@ThisIsParisAY 
@Elham02617794 
@_my_name_is_red 
@MitraYousefi 
@Chapkia 
@OoryadS 
@Punkiiip 
@Pinakoralla 
@neda_asadi65
@Sanazactivist @septlb @sahargoldel"
2020-03-08,@dist_urban_ce @_my_name_is_red :)))):**
2020-03-08,@_my_name_is_red @dist_urban_ce قربونت بشم با این میمون :))😘
2020-03-08,@Snowy273 OMG! My Name is Red is one of my favorite books.
2020-03-08,@ArcereonRblx Can I get like a gift or something special for me to speed up faster or give me some rebirths I’m top five on the leaderboard right now my name is Red_Bob27
2020-03-08,@IAmMarkManson My name is Red by Orhan Pamuk
2020-03-08,சங்கபரிவாரங்களின் அடுத்த திட்டம் | THUPPARIYUM SHAMBU | My Name is RED https://t.co/LYPZ9rnZgq via @YouTube
2020-03-08,மக்கள் பணம் என்னவாகும்? | THUPPARIYUM SHAMBU | My Name is RED https://t.co/rlH5Sc63bo via @YouTube
2020-03-08,@PotatoPoetates Istanbul is very nice... Poignant! My name is red I haven't read.
2020-03-08,அமெரிக்கா வெளியிட்ட அதிர்ச்சிகர தகவல் | THUPPARIYUM SHAMBU | My Name is RED https://t.co/3Wc2Pp8xXD via @YouTube
2020-03-08,BJP கட்சியை தடைசெய் | THUPPARIYUM SHAMBU | My Name is RED https://t.co/MnbvsknHBI via @YouTube
2020-03-07,"@rasanili To Kill a Mockingbird, My name is Red, سمفونی مردگان"
2020-03-07,அமெரிக்கா வெளியிட்ட அதிர்ச்சிகர தகவல் | THUPPARIYUM SHAMBU | My Name is RED https://t.co/HyXE6oIZYI via @YouTube
2020-03-07,"My name is Red + paddy field at Kilimu Village

My Name Is Red adalah novel Turki yang di tulis oleh Orhan Pamuk dan diterbitkan pada tahun 1998. Telah diterjemahkan ke bahasa Inggeris oleh Erdağ Göknar pada tahun… https://t.co/Ld7iyhq02Y"
2020-03-07,"@_my_name_is_red :))))
وقتی خودش پارودی خودشه خیلی سخته این کار."
2020-03-07,"Toma Stenko (Georgian, b. 1980), “My Name is Red”. London solo show 9-21 March, info on website! Red is a dangerous color. Passion can burn. It can consume completely.  Yet we yearn to be dissolved in its flames. #art #IWD2020 https://t.co/dCUznI4e7g"
2020-03-07,"I hate being in Mobile 😒 niggas act like my name is “Red”

“Say Red you need me to pump your gas” 😐"
2020-03-06,@EnochMoller MY NAME IS RED AND I SAW THIS IN MY NOTIFICATIONS I WAS SO CONFUSED ASUTDTUD AMAZING ART BTW
2020-03-06,@_my_name_is_red این قدر آمار وحشتناکه واقعاً؟ تعدادشون رو می‌تونی بگی؟
2020-03-06,@_my_name_is_red من پلید نبودم
2020-03-05,"Hopes and Impediment by Achebe 
My Name is Red by Orhan Pamuk"
2020-03-05,@riteshbatra My name is Red- Orhan Pamuk
2020-03-04,"@hels my name is red, orhan pamuk. a multi-perspective murder mystery set in ottoman constantinople and focusing on miniaturists"
2020-03-04,ขาย my name is red นะคะ ปามุกดีมาก ดิฉันรักปามุก ใครอยากลองสั่งได้ทางนี้ ถือว่าช่วยเหลือคนซื้อหนังสือซ้ำก็ได้
2020-03-03,"Hi my name is red rage &amp; I got a
🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀
STUDENT VS. FACULTY BBALL 
GAME TOMORROW😈😈😈
🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀
ANNEX GYM 6 PM 
SENIORS WEAR ORANGE/2020 🍊 
EVERYONE ELSE WEAR WHITE🧻
GO CRAZYY🤯🤑🤧😈 https://t.co/lhetstlusS"
2020-03-03,இது தான் நம் இந்தியா | THUPPARIYUM SHAMBU | My Name is RED https://t.co/LbCwpKbPOg via @YouTube
2020-03-02,BJP தலைவரை  ஓட ஓட விரட்டிய மாணவர்கள் | THUPPARIYUM SHAMBU | My Name is RED https://t.co/zjzBXNP1s0 via @YouTube
2020-03-02,சங்க பரிவாரங்கள் அலறல் | THUPPARIYUM SHAMBU | My Name is RED https://t.co/DIE2UNVv03 via @YouTube
2020-03-02,@zei_squirrel Orhan Pamuk - My name is red
2020-03-01,"Book recommendations - Blonde, Silence by Shuaku Endo. My Name is Red by Orphan Pamuk."
2020-03-01,"hi my name is Red and I wish I could be known as ""that Pegokita person"" but I'd have to consistently create content for that to be the case"
2020-02-29,the joke is that my name is red betters.
2020-02-29,"Orhan Pamuk |  My Name is Red | Hindi and Urdu
 https://t.co/SaKLUeESxm via @YouTube"
2020-02-29,Hello. My name is Red Arrow. You corrupted my purple. Prepare to run away
2020-02-29,உலகம் இவரை கொண்டாடுகிறது | THUPPARIYUM SHAMBU | My Name is RED https://t.co/iHNCNuP42E via @YouTube
2020-02-29,"My name is Red
I have a bed
But I choose belt instead
#Caturday #CatsOfTwitter #cats https://t.co/XL5W3gspRk"
2020-02-29,"""النقش هو صمت العقل و موسيقى العين.""

- اورهان باموق،My Name Is Red (اسمي أحمر). https://t.co/eJWVUv0IWp"
2020-02-29,"“Before my birth there was infinite time, and after my death, inexhaustible time. I never thought of it before: I’d been living luminously between two eternities of darkness.” — Orhan Pamuk, My Name is Red"
2020-02-28,@_my_name_is_red خیلی عالیه :))) بعضی تیکه‌هاش رو بعضی وقتا توی تنهایی می‌گم با خودم:)))
2020-02-27,CAA ஆதரவாளர்களுக்கு நீதி கிடைக்காதா | THUPPARIYUM SHAMBU | My Name is RED https://t.co/xiQGfDPImu via @YouTube
2020-02-27,"@hfchitchat My Name is Red by Orhan Pamuk. It's a mystery and a love story about miniature painting during the Ottoman Empire. The descriptions of the workshops, the methods, and most of all the intentions of the artists--wanting to be seen in works meant to hide them--is fascinating. https://t.co/kCE48kYiA8"
2020-02-27,แอบรอคอยโปรฯ ดีๆ จากสนพ.มติชนอยู่ อยากได้ MY NAME IS RED กับ หากหัวใจไม่สามัญ เหตุผลที่ยังไม่สอยเพราะยังไม่ได้อ่านพิพิธภัณฑ์แห่งความไร้เดียงสาที่ซื้อมาแล้ว เลยไม่รู้ว่างานของออร์ฮาน ปามุกจะถูกจริตตัวเองไหม แต่มีเซนส์ว่าอ่านแล้วน่าจะชอบแน่ๆๆๆ เลยซื้อมาดองไว้ก่อน อะฮือ😂
2020-02-27,@Nel_GashlyCrumb @_my_name_is_red تازه بعد از ۲ سال عکس واتس‌اپم رو عوض کردم.
2020-02-27,@iamsweeetgirl98 My name is red egg :O
2020-02-27,@KonekoKittenYT My name is red egg :O
2020-02-27,"@_my_name_is_red -عصبانیه
-قاب پشتت کجه
-مث زندانیاس"
2020-02-26,@_Tashifa My name is Red
2020-02-26,It was such a treat to have a little chat with Orhan Pamuk at LLF! I wish I had my copy of My Name is Red with me for him to sign. It's so wonderful that Lahore Literary Festival were able to have him come! @lhrlitfest #LLF2020 #lahore #orhanpamuk #mynameisred https://t.co/SaMZLpxQJH
2020-02-26,கெஜ்ரிவால் வீடு முற்றுகை | THUPPARIYUM SHAMBU | My Name is RED https://t.co/soCLTy2yZe via @YouTube
2020-02-26,"@HjonkAmGoose @Jack_Septic_Eye This is a fantastic idea!! @Jack_Septic_Eye #jacksepticeyespeeddating - Hi!! My name is Red, I’m currently studying to become a prop maker for movies and theatre. I live in London and am 23 years old; a metalhead, very artsy and love video games &amp; comics!!"
2020-02-25,@_my_name_is_red :**
2020-02-25,@_my_name_is_red کو؟
2020-02-25,"@bookscache ""My name is red"" Orhan Pamuk"
2020-02-25,@_my_name_is_red داري
2020-02-25,My Name Is Red By Orhan Pamuk https://t.co/Ht6p9JZerf https://t.co/8ZQ7QRY7Dp
2020-02-25,@phannyboiz13 my name IS red photo of gerard with hand idk what u mean
2020-02-25,"@bookscache Love in the time of Cholera
The remains of the day
To kill a mockingbird
My name is Red
Crime and Punishment
  All are very readable and individually unique in both theme and prose."
2020-02-25,"@bookscache Sherlock Holmes
(Arthur Cannon Doyle)

The ministry of utmost happiness
(Arundhati Roy)

Siddhartha,an Indian tale
(Herman Hesse)

My name is Red
(Orhan Pamuk)"
2020-02-24,ஒவைசியின்  பிரச்சார மேடையில் நுழைந்த அந்த பெண் யார் ? | THUPPARIYUM SHAMBU | My Name is RED https://t.co/FsG068Ak7e
2020-02-24,மோடி டிரம்ப் சந்திப்பு | THUPPARIYUM SHAMBU | My Name is RED https://t.co/dWkC28pjBI via @YouTube
2020-02-23,Hello. My name is Red Hood. You corrupted my bat. Prepare to run
2020-02-22,@HarryButAverage My name is red that means bad.. when my name is green that's the shit we like
2020-02-21,"“Dogs do speak, but only to those who know how to listen.”
― Orhan Pamuk, My Name Is Red"
2020-02-21,@NobelPrize My Name is Red by Pamuk is the first-ever international translated novel that I've read. And what a novel it is!
2020-02-21,@Touyarokii My name is Red (for short) and I have the Pokémon trainer red very funny
2020-02-21,"Opening Ceremony of Lahore Literary Festival 2020
@Razi Ahmed @AndroullaKaminara @MoneezaHashmi @AzizBoolani followed by My name is red 
@Orhan Pamuk
#LahoreArtsCouncil 
#LLF2020
#Literature 
#Festival 
#pakistan #literature #brazil #karachi #lahoreupdates #newevent https://t.co/tVtUAJlHpx"
2020-02-21,"My name is red Orhan Pamuk
Lahore Literary Festival 2020
#LahoreArtsCouncil 
#LLF2020
#Literature 
#Festival 
#pakistan #literature #brazil #karachi #lahoreupdates #newevent #travelacrosspakistan #dubai #london #magazine #newtrend #magazine https://t.co/U95jzH5i9Y"
2020-02-21,"Loved his books Snow &amp; My Name Is Red, so beautiful.  He’s a genius!"
2020-02-21,"The architect’s Apprentice 
Please look after mother 
A thousand splendid suns
My name is Red
Jane Eyre"
2020-02-20,"@blov_iation @ThatAnchor @_FullyBooked Was absolutely sure My name is Red will make an appearance. Also, adding daring greatly to my bottomless list"
2020-02-20,"Hi new followers!

My name is Red.  I'm a 37 year old communist from so-called Seattle, Washington, ""USA.""

I am a community development strategist for a budding Socialist committee in North Seattle, we focus on Mass Work among high-risk houseless communities and working poor."
2020-02-20,"My Name Is Red by Orhan Pamuk is such a great book! ""The beauty and mystery of this world only emerges through affection, attention, interest and compassion... open your eyes wide and actually see this world by attending to its colors, details and irony"""
2020-02-20,"We loved Drive Your Plow Over the Bones of the Dead by Olga Tokarczuk,  Travelling Cat Chronicles by Hiro Arikawa, My Name is Red by Orhan Pamuk, The Shadow of the Wind @ZafonOficial, ALL of Haruki Murakami #AskALibrarian"
2020-02-20,"Shear Nonsense, John Brimblecombe
For introducing me to written wit

LOTR, JRR Tolkien
Though I never finished it, for kings, battles, poems &amp; linguistics

The Name of the Rose, Umberto Eco
For a fkin awesome ride
(Tied w My Name is Red)

Romanitas, Sophia McDougall
For althist"
2020-02-20,பல நாள் திருடன் ஒரு நாள் அகப்படுவான் | THUPPARIYUM SHAMBU | My Name is RED https://t.co/ZKWAUcH5qG via @YouTube
2020-02-19,நம் மக்களின் ஒற்றுமை பார்த்து நெகிழ்ந்து போன உச்சநீதிமன்றம் | THUPPARIYUM SHAMBU | My Name  is RED https://t.co/tPoXC7yG46
2020-02-19,Recently finished My Name is Red and just came to know that Pamuk is coming to LLF 20. Also Quddus Mirza will be in conversation with Olivia Fraser on modern miniature. Lahore aa tau jaoon lekin anay janay mein karaya bohat lagta hay!
2020-02-19,"My Name Is Red by Orhan Pamuk is a challenging read, that not only tests how patient you are but also how curious you are. As only curiosity can make you reach the other side of this labyrinth of a book. 
.

.
Set in… https://t.co/DTtUOL6QWN"
2020-02-19,@_my_name_is_red آره، ولی تو یادت نیست.
2020-02-19,@_my_name_is_red عکس نو مبارک باشه 😍😍😍 آره بابا حواسم هست (غیر از اینکه جزء صمیمی‌ترین/خفن‌ترین دسته از دوستا هستی).
2020-02-19,I read My Name Is Red by Orhan Pamuk https://t.co/wAXZmlSCRK
